Timestamp,FrameNumber,FusionTime_ms,VLP_PreprocTime_ms,msg_to_pts_time_ms,cart_to_pts_time_ms,remap_time_ms,vlp_mean_time_ms,scatter_time_ms,VLP_FilteredTime_ms,sph_to_cart_pts_time_ms,filtered_publish_time_ms,ZED_PC_Time_ms,depth_to_cart_time_ms,pts_to_pc_time_ms,cp_to_np_time_ms,pc_to_msg_time_ms,TotalCallbackTime_ms,ncutoff,threshold
1750794120.9753306,1,57.18040466308594,242.8584098815918,1.5041828155517578,230.55624961853027,7.648706436157227,1.056671142578125,2.088785171508789,42.42062568664551,9.575128555297852,32.82761573791504,913.1636619567871,15.63882827758789,895.8086967468262,2.5262832641601562,883.249044418335,1279.1471481323242,0.1,1
1750794122.3049855,2,2.2742748260498047,8.264780044555664,2.675294876098633,2.3641586303710938,2.7854442596435547,0.15616416931152344,0.2734661102294922,59.33499336242676,1.8105506896972656,57.505130767822266,657.6340198516846,5.166292190551758,650.9828567504883,1.1036396026611328,639.4033432006836,739.1397953033447,0.1,1
1750794123.2773948,3,2.303600311279297,7.616758346557617,2.992391586303711,2.1576881408691406,2.0456314086914062,0.14901161193847656,0.2613067626953125,64.96572494506836,1.5039443969726562,63.44270706176758,628.2098293304443,5.847930908203125,617.2091960906982,1.0802745819091797,605.2517890930176,715.1908874511719,0.1,1
1750794124.4196868,1,2.7675628662109375,4.7245025634765625,1.695394515991211,1.1467933654785156,1.6789436340332031,0.07271766662597656,0.12636184692382812,144.68026161193848,1.172780990600586,143.4764862060547,588.4287357330322,5.634069442749023,580.7850360870361,1.5101432800292969,556.1263561248779,753.0665397644043,0.1,1
1750794125.3550403,2,7.824897766113281,2.7844905853271484,1.481771469116211,0.6494522094726562,0.5228519439697266,0.05030632019042969,0.07677078247070312,89.19477462768555,0.4966259002685547,88.67001533508301,573.5411643981934,6.446361541748047,562.1767044067383,1.5599727630615234,509.08398628234863,686.9418621063232,0.1,1
1750794126.230388,3,7.654666900634766,3.086566925048828,1.68609619140625,0.6649494171142578,0.57220458984375,0.05507469177246094,0.10514259338378906,73.22502136230469,0.5381107330322266,72.67069816589355,565.7761096954346,5.690097808837891,558.424711227417,1.1484622955322266,544.7127819061279,660.7139110565186,0.1,1
1750794127.2773116,4,1.6529560089111328,9.817123413085938,4.39000129699707,2.5479793548583984,2.4261474609375,0.1633167266845703,0.2789497375488281,84.86151695251465,1.6384124755859375,83.20403099060059,565.4406547546387,3.7283897399902344,558.7012767791748,0.9667873382568359,547.4081039428711,673.5060214996338,0.1,1
1750794128.2918713,5,1.6999244689941406,9.363651275634766,4.53639030456543,2.294301986694336,2.0933151245117188,0.15354156494140625,0.2753734588623047,92.27705001831055,1.5435218811035156,90.71493148803711,572.2239017486572,3.7021636962890625,566.8940544128418,1.0406970977783203,554.5840263366699,687.7949237823486,0.1,1
1750794129.2902725,1,2.2573471069335938,11.236906051635742,4.8313140869140625,3.552675247192383,2.2530555725097656,0.16427040100097656,0.42319297790527344,85.82711219787598,1.6186237335205078,84.18917655944824,547.3427772521973,5.081892013549805,539.6690368652344,1.5163421630859375,527.2252559661865,659.1858863830566,0.1,1
1750794130.2333744,2,2.236604690551758,8.892536163330078,4.394292831420898,2.146482467651367,1.9407272338867188,0.14638900756835938,0.2543926239013672,80.70707321166992,1.3921260833740234,79.29754257202148,538.0229949951172,6.643533706665039,529.8149585723877,1.8045902252197266,517.6997184753418,642.0226097106934,0.1,1
1750794131.2020178,3,2.243518829345703,3.1681060791015625,1.6665458679199219,0.7817745208740234,0.5819797515869141,0.05054473876953125,0.08416175842285156,75.57106018066406,0.530242919921875,75.02532005310059,521.242618560791,4.922151565551758,514.7233009338379,1.783609390258789,502.66337394714355,610.3193759918213,0.1,1
1750794132.2868168,4,2.249002456665039,9.052753448486328,4.262208938598633,2.290964126586914,2.0618438720703125,0.15115737915039062,0.27680397033691406,87.88824081420898,1.4820098876953125,86.38787269592285,518.7592506408691,4.941463470458984,512.3870372772217,1.8932819366455078,500.39029121398926,629.7638416290283,0.1,1
1750794133.1592903,5,2.250194549560547,3.4551620483398438,1.6012191772460938,0.93841552734375,0.7548332214355469,0.05340576171875,0.10395050048828125,68.91489028930664,0.45180320739746094,68.44902038574219,493.94845962524414,4.896402359008789,487.45155334472656,0.8721351623535156,475.82030296325684,575.98876953125,0.1,1
1750794134.2288253,6,2.559185028076172,3.1135082244873047,1.7375946044921875,0.7112026214599609,0.5338191986083984,0.04673004150390625,0.08130073547363281,75.68550109863281,0.45871734619140625,75.2112865447998,519.9794769287109,5.15437126159668,513.1118297576904,0.9970664978027344,499.87077713012695,609.1134548187256,0.1,1
1750794135.3028853,1,3.1599998474121094,11.001825332641602,5.155086517333984,3.0782222747802734,2.299070358276367,0.16498565673828125,0.2925395965576172,101.09138488769531,1.6813278198242188,99.38955307006836,570.4832077026367,4.97746467590332,563.9114379882812,0.9756088256835938,551.9721508026123,698.7414360046387,0.1,1
